run_date,yyyyqq,start_date,travel_date,entity,complaint_reason
"04/09/2012 14:30","2011Q3","01/07/2011","27/05/2011","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","01/07/2011","04/06/2011","Ryanair","Delays"
"04/09/2012 14:30","2011Q3","01/07/2011","21/12/2010","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","01/07/2011","30/05/2011","EasyJet","Denied Boarding"
"04/09/2012 14:30","2011Q3","01/07/2011","25/05/2011","Thomson Airways","Delays"
"04/09/2012 14:30","2011Q3","01/07/2011","28/06/2011","EasyJet","Special Needs"
"04/09/2012 14:30","2011Q3","01/07/2011","19/03/2011","bmi baby","Reservation Issues"
"04/09/2012 14:30","2011Q3","01/07/2011","11/04/2011","Air France","Cancellations"
"04/09/2012 14:30","2011Q3","01/07/2011","30/05/2011","Thomson Airways","Delays"
"04/09/2012 14:30","2011Q3","01/07/2011","02/12/2010","CityJet","Mishandled baggage"
"04/09/2012 14:30","2011Q3","01/07/2011","11/06/2011","Tor Air","Delays"
"04/09/2012 14:30","2011Q3","01/07/2011","","Flybe","Reservation Issues"
"04/09/2012 14:30","2011Q3","01/07/2011","17/06/2011","Airport","Taxes, fees and charges"
"04/09/2012 14:30","2011Q3","01/07/2011","27/06/2011","British Airways plc","Ground Services"
"04/09/2012 14:30","2011Q3","01/07/2011","20/04/2010","Monarch Airlines Limited","Cancellations"
"04/09/2012 14:30","2011Q3","01/07/2011","21/04/2010","Emirates","Denied Boarding"
"04/09/2012 14:30","2011Q3","01/07/2011","24/09/2011","EasyJet","Reservation Issues"
"04/09/2012 14:30","2011Q3","01/07/2011","13/06/2011","Thomson Airways","Delays"
"04/09/2012 14:30","2011Q3","01/07/2011","05/06/2011","EasyJet","Delays"
"04/09/2012 14:30","2011Q3","01/07/2011","27/06/2011","EasyJet","Reservation Issues"
"04/09/2012 14:30","2011Q3","01/07/2011","09/03/2011","Emirates","Missed departure"
"04/09/2012 14:30","2011Q3","01/07/2011","23/12/2010","Ryanair","Cancellations"
"04/09/2012 14:30","2011Q3","01/07/2011","16/04/2010","Ryanair","Cancellations"
"04/09/2012 14:30","2011Q3","01/07/2011","19/02/2011","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","04/12/2010","EasyJet","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","04/12/2010","EasyJet","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","20/12/2010","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","19/12/2010","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","02/08/2010","Spanair","Delays"
"04/09/2012 14:30","2011Q3","04/07/2011","19/12/2010","Lufthansa German Airlines","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","23/09/2010","Vueling Airlines","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","23/05/2011","Ryanair","Delays"
"04/09/2012 14:30","2011Q3","04/07/2011","15/06/2011","EasyJet","Schedule Changes"
"04/09/2012 14:30","2011Q3","04/07/2011","05/12/2010","EasyJet","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","18/03/2011","British Airways plc","Delays"
"04/09/2012 14:30","2011Q3","04/07/2011","20/04/2011","Flybe","Missed connections"
"04/09/2012 14:30","2011Q3","04/07/2011","26/04/2011","British Airways plc","Other"
"04/09/2012 14:30","2011Q3","04/07/2011","17/05/2011","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","26/04/2011","British Airways plc","Other"
"04/09/2012 14:30","2011Q3","04/07/2011","27/03/2011","Emirates","Documents"
"04/09/2012 14:30","2011Q3","04/07/2011","15/05/2011","Ryanair","Delays"
"04/09/2012 14:30","2011Q3","04/07/2011","25/12/2010","Travel agent","Ticketing / refund"
"04/09/2012 14:30","2011Q3","04/07/2011","17/04/2011","Virgin Atlantic Airways","Cancellations"
"04/09/2012 14:30","2011Q3","04/07/2011","","Swiss International Airlines","Other"
"04/09/2012 14:30","2011Q3","05/07/2011","","Aer Lingus","Taxes, fees and charges"
"04/09/2012 14:30","2011Q3","05/07/2011","26/06/2011","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","27/05/2011","Bulgaria Air","Delays"
"04/09/2012 14:30","2011Q3","05/07/2011","06/01/2011","BMI","Reservation Issues"
"04/09/2012 14:30","2011Q3","05/07/2011","05/06/2011","US Airways","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","24/05/2011","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","","EasyJet","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","02/05/2011","United Airlines","Delays"
"04/09/2012 14:30","2011Q3","05/07/2011","02/12/2010","EasyJet","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","13/11/2010","Air Europa","Reservation Issues"
"04/09/2012 14:30","2011Q3","05/07/2011","22/04/2011","Ryanair","Missed departure"
"04/09/2012 14:30","2011Q3","05/07/2011","23/01/2011","Continental Airlines","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","24/05/2011","Icelandair","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","28/06/2011","EasyJet","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","15/06/2011","Scandinavian Airlines System (SAS","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","19/06/2011","Ryanair","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","14/04/2011","Austrian Airlines","Mishandled baggage"
"04/09/2012 14:30","2011Q3","05/07/2011","12/05/2011","British Airways plc","Other"
"04/09/2012 14:30","2011Q3","05/07/2011","12/05/2011","Wizz Air Hungary Airlines Ltd","Delays"
"04/09/2012 14:30","2011Q3","05/07/2011","","Emirates","Mishandled baggage"
"04/09/2012 14:30","2011Q3","05/07/2011","23/12/2010","Virgin Atlantic Airways","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","10/06/2011","Ryanair","Reservation Issues"
"04/09/2012 14:30","2011Q3","05/07/2011","25/04/2011","Royal Air Maroc","Delays"
"04/09/2012 14:30","2011Q3","05/07/2011","21/06/2011","Travel agent","Missed departure"
"04/09/2012 14:30","2011Q3","05/07/2011","25/06/2011","Ryanair","Check-in problems"
"04/09/2012 14:30","2011Q3","05/07/2011","26/03/2011","British Airways plc","Cancellations"
"04/09/2012 14:30","2011Q3","05/07/2011","04/05/2011","Jet2","Delays"
"04/09/2012 14:30","2011Q3","05/07/2011","13/06/2011","Delta Airlines","Mishandled baggage"
"04/09/2012 14:30","2011Q3","05/07/2011","20/05/2011","Flybe","Delays"
"04/09/2012 14:30","2011Q3","05/07/2011","25/06/2011","Flybe","Delays"
"04/09/2012 14:30","2011Q3","06/07/2011","18/04/2011","Ryanair","Reservation Issues"
"04/09/2012 14:30","2011Q3","06/07/2011","03/05/2011","Air Canada","Mishandled baggage"
"04/09/2012 14:30","2011Q3","06/07/2011","03/11/2010","Ryanair","Special Needs"
"04/09/2012 14:30","2011Q3","06/07/2011","28/03/2011","British Airways plc","Diverted Flight"
"04/09/2012 14:30","2011Q3","06/07/2011","02/05/2011","British Airways plc","Missed connections"
"04/09/2012 14:30","2011Q3","07/07/2011","16/12/2010","EasyJet","Cancellations"
"04/09/2012 14:30","2011Q3","07/07/2011","23/05/2011","Wizz Air Hungary Airlines Ltd","Cancellations"
"04/09/2012 14:30","2011Q3","07/07/2011","04/12/2010","KLM Royal Dutch Airlines","Cancellations"
