run_date,yyyyqq,start_date,travel_date,entity,complaint_reason
"04/09/2012 14:30","2007Q3","02/07/2007","03/02/2007","GB Airways","Mishandled baggage"
"04/09/2012 14:30","2007Q3","02/07/2007","13/08/2006","British Airways plc","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","01/06/2007","Flybe","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","12/05/2007","Thomson Airways","Other"
"04/09/2012 14:30","2007Q3","02/07/2007","09/01/2007","SriLankan Airlines","Reservation Issues"
"04/09/2012 14:30","2007Q3","02/07/2007","","Swiss International Airlines","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","23/05/2007","GB Airways","Delays"
"04/09/2012 14:30","2007Q3","02/07/2007","23/03/2007","Virgin Atlantic Airways","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","19/05/2007","Aeroflot","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","17/05/2007","Virgin Atlantic Airways","Reservation Issues"
"04/09/2012 14:30","2007Q3","02/07/2007","28/03/2007","KLM Royal Dutch Airlines","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","21/06/2007","Flybe","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","02/07/2007","Flybe","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","10/04/2007","bmi baby","Delays"
"04/09/2012 14:30","2007Q3","02/07/2007","19/06/2007","Flybe","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","29/06/2007","Iberia","Seating"
"04/09/2012 14:30","2007Q3","02/07/2007","05/06/2007","Monarch Airlines Limited","Delays"
"04/09/2012 14:30","2007Q3","02/07/2007","26/06/2007","Flybe","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","22/03/2007","Iberia","Cancellations"
"04/09/2012 14:30","2007Q3","02/07/2007","","British Airways plc","Mishandled baggage"
"04/09/2012 14:30","2007Q3","03/07/2007","15/03/2007","Air Jamaica","Schedule Changes"
"04/09/2012 14:30","2007Q3","03/07/2007","11/05/2007","FlyGlobespan","Delays"
"04/09/2012 14:30","2007Q3","03/07/2007","","Ryanair","Baggage Allowance"
"04/09/2012 14:30","2007Q3","03/07/2007","14/07/2007","Air Canada","Reservation Issues"
"04/09/2012 14:30","2007Q3","03/07/2007","22/04/2007","Royal Brunei Airlines","Cancellations"
"04/09/2012 14:30","2007Q3","03/07/2007","","Travel agent","Reservation Issues"
"04/09/2012 14:30","2007Q3","03/07/2007","","KLM Royal Dutch Airlines","Missed connections"
"04/09/2012 14:30","2007Q3","03/07/2007","20/06/2007","British Airways plc","Delays"
"04/09/2012 14:30","2007Q3","03/07/2007","14/05/2007","Royal Air Maroc","Diverted Flight"
"04/09/2012 14:30","2007Q3","03/07/2007","30/05/2007","EasyJet","Cancellations"
"04/09/2012 14:30","2007Q3","03/07/2007","","bmi baby","Reservation Issues"
"04/09/2012 14:30","2007Q3","03/07/2007","04/05/2007","bmi baby","Check-in problems"
