run_date,yyyyqq,start_date,travel_date,entity,complaint_reason
"04/09/2012 14:30","2009Q4","01/10/2009","28/04/2009","Qantas Airways","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","02/09/2009","EasyJet","Denied Boarding"
"04/09/2012 14:30","2009Q4","01/10/2009","18/04/2009","Kenya Airways Ltd","Denied Boarding"
"04/09/2012 14:30","2009Q4","01/10/2009","","Emirates","Ticketing / refund"
"04/09/2012 14:30","2009Q4","01/10/2009","13/02/2010","BMI","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","11/07/2009","Iberia","Denied Boarding"
"04/09/2012 14:30","2009Q4","01/10/2009","30/05/2009","Ryanair","Reservation Issues"
"04/09/2012 14:30","2009Q4","01/10/2009","03/06/2010","British Airways plc","Reservation Issues"
"04/09/2012 14:30","2009Q4","01/10/2009","03/01/2010","EasyJet","Ticketing / refund"
"04/09/2012 14:30","2009Q4","01/10/2009","25/09/2009","Flybe","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","19/08/2009","Kenya Airways Ltd","In-flight Services"
"04/09/2012 14:30","2009Q4","01/10/2009","25/05/2009","Ryanair","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","29/05/2009","Onur Air","Diverted Flight"
"04/09/2012 14:30","2009Q4","01/10/2009","07/09/2009","Emirates","Documents"
"04/09/2012 14:30","2009Q4","01/10/2009","","Ryanair","Check-in problems"
"04/09/2012 14:30","2009Q4","01/10/2009","11/09/2009","Lufthansa German Airlines","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","","EasyJet","Reservation Issues"
"04/09/2012 14:30","2009Q4","01/10/2009","28/06/2009","Wizz Air Hungary Airlines Ltd","Reservation Issues"
"04/09/2012 14:30","2009Q4","01/10/2009","10/09/2009","Air Canada","Delays"
"04/09/2012 14:30","2009Q4","01/10/2009","02/07/2009","Lufthansa German Airlines","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","","Monarch Airlines Limited","Ticketing / refund"
"04/09/2012 14:30","2009Q4","01/10/2009","","EasyJet","Ticketing / refund"
"04/09/2012 14:30","2009Q4","01/10/2009","13/07/2009","EasyJet","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","07/09/2009","Thomas Cook Airlines","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","05/01/2009","Qantas Airways","Other"
"04/09/2012 14:30","2009Q4","01/10/2009","06/09/2009","Virgin Atlantic Airways","Delays"
"04/09/2012 14:30","2009Q4","01/10/2009","","British Airways plc","Mishandled baggage"
"04/09/2012 14:30","2009Q4","01/10/2009","","EVA Airways","Mishandled baggage"
"04/09/2012 14:30","2009Q4","01/10/2009","30/08/2009","Iberia","Denied Boarding"
"04/09/2012 14:30","2009Q4","01/10/2009","","KLM Royal Dutch Airlines","Other"
"04/09/2012 14:30","2009Q4","01/10/2009","","bmi baby","Baggage Allowance"
"04/09/2012 14:30","2009Q4","01/10/2009","19/08/2009","Flybe","Delays"
"04/09/2012 14:30","2009Q4","01/10/2009","28/09/2009","Flybe","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","04/07/2009","Air Jamaica","Ticketing / refund"
"04/09/2012 14:30","2009Q4","01/10/2009","28/08/2009","British Airways plc","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","11/04/2009","Air Europa","Denied Boarding"
"04/09/2012 14:30","2009Q4","01/10/2009","13/07/2009","EasyJet","Cancellations"
"04/09/2012 14:30","2009Q4","01/10/2009","14/08/2009","Iceland Express","Delays"
"04/09/2012 14:30","2009Q4","01/10/2009","27/08/2009","Thomas Cook Airlines","Seating"
"04/09/2012 14:30","2009Q4","01/10/2009","15/05/2009","Thomas Cook Airlines","Baggage Allowance"
"04/09/2012 14:30","2009Q4","02/10/2009","29/09/2009","EasyJet","Cancellations"
"04/09/2012 14:30","2009Q4","02/10/2009","","EasyJet","Cancellations"
"04/09/2012 14:30","2009Q4","02/10/2009","05/10/2009","British Airways plc","Reservation Issues"
"04/09/2012 14:30","2009Q4","02/10/2009","21/09/2009","Saga Airlines","Cancellations"
"04/09/2012 14:30","2009Q4","02/10/2009","26/09/2009","Flybe","Special Needs"
"04/09/2012 14:30","2009Q4","02/10/2009","14/07/2009","Travel agent","Ticketing / refund"
"04/09/2012 14:30","2009Q4","02/10/2009","23/08/2006","British Airways plc","Special Needs"
"04/09/2012 14:30","2009Q4","02/10/2009","07/10/2008","First Choice","Mishandled baggage"
